OBJECTID_12,WellNo,WellType,District,taluk,Block,Village,Latitude,Longitude,Date,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH,EC,TH,Season,Basin,SubBasin
129,83540,Dug Well,Dindigul,Palani,Thoppampatti,T.M.G.Valasu,10.6625,77.62638889,06-01-1972,50,96,44,92,50,170,22,42,225,,7.7,1350,420,Pre monsoon,Cauvery, Amaravathi
130,83541,Dug Well,Dindigul,Palani,Thoppampatti,Kariyampatti,10.63694444,77.70972222,06-01-1972,,43,15,2,4,11,6,36,140,,7.6,390,170,Pre monsoon,Cauvery, Amaravathi
131,83542,Dug Well,Dindigul,Palani,Oddanchatram,Vadipatti,10.61388889,77.7625,06-01-1972,63,112,51,126,101,241,49,42,126,,7.6,1800,490,Pre monsoon,Cauvery, Amaravathi
132,83543,Dug Well,Dindigul,Palani,Oddanchatram,Govindapuram,10.63555556,77.84583333,06-01-1972,,72,34,30,6,124,20,66,110,,7.7,890,320,Pre monsoon,Cauvery, Amaravathi
133,93035,Dug Well,Kanyakumari,Kalkulam,Thiruvattar,Kochuthuparai,8.416666667,77.21666667,06-01-1972,,4,2,4,3,7,1,0,37,,6.2,60,20,Pre monsoon,Kodaiyar, Chittar
134,93036A,Dug Well,Kanyakumari,Thovala,Thovala,Thadikarakonan,8.33,77.4125,06-01-1972,,4,2,5,1,11,7,0,31,,6.6,60,20,Pre monsoon,Kodaiyar, Pazhayar
135,93037,Dug Well,Kanyakumari,Kalkulam,Thakkalai,Ponthanpilavilai,8.259722222,77.25277778,06-01-1972,,2,4,12,7,18,2,0,43,,6.1,100,20,Pre monsoon,Kodaiyar, Valliyar
136,93038,Dug Well,Kanyakumari,Thovala,Thovala,Boothapandi,8.259722222,77.44527778,06-01-1972,,50,16,48,4,66,10,24,195,,7.5,500,190,Pre monsoon,Kodaiyar, Pazhayar
137,93042,Dug Well,Kanyakumari,Agastheeswaram,Agastheeswaram,Puthankudiyiruppu,8.156944444,77.44722222,06-01-1972,,4,2,4,3,7,1,0,37,,6.2,60,20,Pre monsoon,Kodaiyar, Pazhayar
138,93043,Dug Well,Kanyakumari,Agastheeswaram,Agastheeswaram,Variyur,8.1375,77.56527778,06-01-1972,,34,11,124,10,96,17,30,220,,7.6,620,130,Pre monsoon,Kodaiyar, Pazhayar
139,93044,Dug Well,Kanyakumari,Vilavancode,Munchirai,Munchirai,8.278333333,77.17777778,06-01-1972,,8,4,29,11,39,4,0,79,,6.1,220,35,Pre monsoon,Kodaiyar, Kuzhithuraiyar
140,93045,Dug Well,Kanyakumari,Vilavancode,Melpuram,Kaliyakkavilai,8.329166667,77.2,06-01-1972,,8,6,51,13,78,2,0,49,,6.3,330,45,Pre monsoon,Kodaiyar, Kuzhithuraiyar
141,93046,Dug Well,Kanyakumari,Vilavancode,Melpuram,Marthandam,8.306111111,77.23055556,06-01-1972,,6,6,48,8,78,0,0,37,,,310,40,Pre monsoon,Kodaiyar, Kuzhithuraiyar
142,93047,Dug Well,Kanyakumari,Vilavancode,Melpuram,Mulucode,8.356944444,77.23055556,06-01-1972,,2,5,11,5,11,0,0,37,,7.2,70,25,Pre monsoon,Kodaiyar, Chittar
143,93048,Dug Well,Kanyakumari,Kalkulam,Thakkalai,Kattathurai,8.283333333,77.27277778,06-01-1972,,46,4,37,16,82,21,0,128,,7.5,440,130,Pre monsoon,Kodaiyar, Valliyar
144,93049,Dug Well,Kanyakumari,Vilavancode,Killiyur,Karungal,8.245833333,77.24027778,06-01-1972,,16,9,9,19,146,22,0,55,,6.5,520,75,Pre monsoon,Kodaiyar, Valliyar
145,93050,Dug Well,Kanyakumari,Kalkulam,Kurunthancode,Colachel,8.180555556,77.26527778,06-01-1972,,68,13,115,1,192,27,18,159,,7.2,940,225,Pre monsoon,Kodaiyar, Valliyar
146,93051,Dug Well,Kanyakumari,Kalkulam,Kurunthancode,Mondaymarket,8.370947092,77.30277778,06-01-1972,25,86,32,195,15,440,18,0,43,,,1650,345,Pre monsoon,Kodaiyar, Kuzhithuraiyar
147,93052,Dug Well,Kanyakumari,Kalkulam,Kurunthancode,Manavalakurichi,8.143055556,77.31805556,06-01-1972,,6,4,64,1,75,20,0,31,,,300,30,Pre monsoon,Kodaiyar, Valliyar
148,93053,Dug Well,Kanyakumari,Agastheeswaram,Rajakkamangalam,Rajakkamangalam,8.130555556,77.36666667,06-01-1972,,12,7,46,10,46,10,6,79,,6.6,280,60,Pre monsoon,Kodaiyar, Pazhayar
149,93054,Dug Well,Kanyakumari,Agastheeswaram,Rajakkamangalam,Kurusadi,8.166666667,77.41944444,06-01-1972,,12,5,51,1,36,2,12,85,,6.5,260,50,Pre monsoon,Kodaiyar, Pazhayar
150,93055A,Dug Well,Kanyakumari,Agastheeswaram,Rajakkamangalam,Madhusudhanapuram,8.1125,77.45416667,06-01-1972,,16,32,92,1,96,37,48,153,,8.6,780,170,Pre monsoon,Kodaiyar, Pazhayar
151,93056A,Dug Well,Kanyakumari,Agastheeswaram,Agastheeswaram,Agastheeswaram,8.325555556,77.41722222,06-01-1972,,4,21,282,33,152,38,66,445,,7.8,1450,95,Pre monsoon,Kodaiyar, Pazhayar
152,93057,Dug Well,Kanyakumari,Agastheeswaram,Agastheeswaram,Mylaudy,8.152777778,77.50416667,06-01-1972,,340,124,207,2,1040,58,24,128,,6.7,3700,1360,Pre monsoon,Kodaiyar, Pazhayar
153,93059,Dug Well,Kanyakumari,Kalkulam,Kurunthancode,Villukuri,8.222222222,77.35277778,06-01-1972,,10,5,43,5,71,8,0,49,,6.9,280,45,Pre monsoon,Kodaiyar, Valliyar
154,83005,Dug Well,Madurai,Madurai South,Thiruparankundram,Thiruparankundram,9.879166667,78.11444444,06-01-1972,38,44,56,414,3,426,104,54,384,,8,2400,340,Pre monsoon,Gundar, Gridhamal
155,83006,Dug Well,Madurai,Thirumangalam,Thirumangalam,Sathangudi,9.839166667,77.93972222,06-01-1972,,40,43,23,1,53,15,42,165,,8.4,620,275,Pre monsoon,Gundar, Therkar
156,83013,Dug Well,Madurai,Usilampatti,Usilampatti,Usilamaptti,9.966111111,77.7925,06-01-1972,,26,29,92,2,103,23,54,238,,8.5,950,185,Pre monsoon,Gundar, Therkar
157,83014A,Dug Well,Madurai,Vadipatti,Vadipatti,Thiruvedagam,10.02055556,77.96361111,06-01-1972,,40,68,299,105,348,94,78,523,,8.2,2400,380,Pre monsoon,Vaigai, Sirumalaiyar
158,83025,Dug Well,Madurai,Madurai South,Thiruparankundram,Keelamathur,9.963333333,78.03222222,06-01-1972,,22,35,69,5,99,33,18,164,,8.5,700,200,Pre monsoon,Vaigai, Sathaiyar
159,83133A,Dug Well,Ramanathapuram,Ramanathapuram,Thiruppullani,Kilakkarai,9.216666667,78.78333333,06-01-1972,25,34,16,264,10,167,49,54,415,,,1450,150,Pre monsoon,Vaigai, Lower Vaigai
160,83135,Dug Well,Ramanathapuram,Ramanathapuram,Mandabam,Mandapam,9.283333333,79.16666667,06-01-1972,20,76,22,110,12,202,35,20,153,,,1100,280,Pre monsoon,Vaigai, Lower Vaigai
161,83136A,Dug Well,Ramanathapuram,Ramanathapuram,Mandabam,Devipattiinam,9.466666667,78.56666667,06-01-1972,,38,13,60,1,57,23,18,146,,,580,150,Pre monsoon,Gundar, Uthirakosamangaiyar
162,83140C,Dug Well,Ramanathapuram,Thiruvadanai,Thiruvadanai,Thondi,9.745556257,79.01805556,06-01-1972,66,220,152,943,304,1938,317,42,439,,8.5,8900,1175,Pre monsoon,Pambar Kottakaraiyar, Manimuthar
163,83149A,Dug Well,Ramanathapuram,Rameswaram,Mandabam,Rameswaram,9.283333333,79.27361111,06-01-1972,34,58,43,240,10,273,117,30,238,,,1700,320,Pre monsoon,Vaigai, Lower vaigai
164,83122A,Dug Well,Sivagangai,Sivagangai,Sivagangai,Sivaganga,9.85,78.48333333,06-01-1972,6,98,20,78,10,174,28,48,195,,,1100,325,Pre monsoon,Pambar Kottakaraiyar, Kottakkaraiyar
165,83137C,Dug Well,Sivagangai,Devakottai,Devakottai,Devakottai,9.945833333,78.82222222,06-01-1972,1,46,14,69,3,224,19,0,31,,,780,175,Pre monsoon,Pambar Kottakaraiyar, Manimuthar
166,83145,Dug Well,Sivagangai,Karaikudi,Sakkottai,Karaikudi,10.1,78.76666667,06-01-1972,4,84,65,311,25,689,81,15,137,,,2450,475,Pre monsoon,Pambar Kottakaraiyar, Pambar
167,83147,Dug Well,Sivagangai,Karaikudi,Kallal,Kallal,9.983333333,78.65,06-01-1972,2,40,31,107,2,208,56,24,85,,,1000,225,Pre monsoon,Pambar Kottakaraiyar, Manimuthar
168,83012,Dug Well,Theni,Andipatti,Andipatti,Andipatti,9.991666667,77.63083333,06-01-1972,,60,39,141,6,160,49,33,342,,7.9,1200,310,Pre monsoon,Vaigai, Varattar - Nagalar
169,83046,Dug Well,Theni,Uthamapalayam,Cumbum,Kilgudalur,9.662222222,77.27638889,06-01-1972,50,128,95,92,25,192,77,66,384,,8,1900,710,Pre monsoon,Vaigai, Suruliyar
170,83053,Dug Well,Theni,Uthamapalayam,Chinnamanur,Erasakanayakanur,9.791944444,77.39861111,06-01-1972,,62,38,28,25,96,10,30,250,,7.9,910,310,Pre monsoon,Vaigai, Upper Vaigai
171,83083,Dug Well,Theni,Andipatti,Andipatti,Timmarasanayakanur,10,77.745,06-01-1972,,96,59,58,3,156,45,60,311,,8.1,1300,485,Pre monsoon,Gundar, Therkar
172,83086A,Dug Well,Theni,Periyakulam,Periyakulam,Tamaraikulam,10.08222222,77.52361111,06-01-1972,,46,33,41,1,32,10,42,268,,8.2,650,250,Pre monsoon,Vaigai, Varahanadhi
173,93006A,Dug Well,Thoothukudi,Kovilpatti,Kayathar,Kalugumalai,9.149166667,77.70277778,06-01-1972,9,132,85,161,20,518,82,60,159,,7.9,2250,680,Pre monsoon,Tamiraparani, Uppodai
174,93007,Dug Well,Thoothukudi,Kovilpatti,Kovilpatti,Kovilpatti,9.181944444,77.87416667,06-01-1972,50,661,268,828,23,2590,307,0,488,,7.1,10000,2755,Pre monsoon,Vaippar, Uppathurar
175,93008A,Dug Well,Thoothukudi,Kovilpatti,Kovilpatti,Ettayapuram,9.15,77.99833333,06-01-1972,20,56,68,224,15,320,158,36,201,,7.9,1850,420,Pre monsoon,Vaippar, Vaippar
176,93013,Dug Well,Thoothukudi,Kovilpatti,Kayathar,Therkukonarkottai,9.036111111,77.82222222,06-01-1972,10,72,39,236,15,412,53,42,153,,7.7,1800,340,Pre monsoon,Tamiraparani, Uppodai
177,93015,Dug Well,Thoothukudi,Ottapidaram,Kovilpatti,Eppodumventran,9.020555556,78.05166667,06-01-1972,46,108,56,160,20,213,165,54,207,,7.8,1700,500,Pre monsoon,Kallar, Kallar
178,93016,Dug Well,Thoothukudi,Vilathikulam,Vilathikulam,Kulathur,9.0025,78.20277778,06-01-1972,25,38,18,138,41,92,37,54,189,,7.9,950,170,Pre monsoon,Kallar, Kallar
179,93020A,Dug Well,Thoothukudi,Ottapidaram,Ottapidaram,Maniyachi,8.860555556,77.9,06-01-1972,,46,15,92,60,53,43,48,299,,7.9,890,175,Pre monsoon,Kallar, Korampallam
180,93025,Dug Well,Thoothukudi,Srivaikundam,Karunkulam,Vallanadu,8.718611111,77.85972222,06-01-1972,25,200,68,161,84,568,77,60,183,,7.6,2450,780,Pre monsoon,Tamiraparani, Lower Tamiraparani
181,93026,Dug Well,Thoothukudi,Thoothukudi,Pudukkottai,Vagaikulam,8.733333333,78.01944444,06-01-1972,76,240,55,414,164,994,144,0,153,,7.5,4450,825,Pre monsoon,Kallar, Korampallam
182,93030,Dug Well,Thoothukudi,Tiruchendur,Tiruchendur,Kachanavilai,8.55,78.01666667,06-01-1972,,8,5,10,2,14,10,6,31,,7.5,170,40,Pre monsoon,Tamiraparani, Lower Tamiraparani
183,93034,Dug Well,Thoothukudi,Tiruchendur,Udankudi,Udankudi,8.45,78.01666667,06-01-1972,31,48,63,299,152,469,77,30,427,,7.6,2500,380,Pre monsoon,Nambiyar, Karumeniyar
184,93104,Dug Well,Thoothukudi,Tiruchendur,Alwarthirunagari,Vellamadam,8.566666667,77.94583333,06-01-1972,,110,26,46,5,185,22,18,189,,7.6,1000,380,Pre monsoon,Tamiraparani, Lower Tamiraparani
185,93105,Dug Well,Thoothukudi,Tiruchendur,Tiruchendur,Arumuganeri,8.575,78.09583333,06-01-1972,5,100,189,897,59,1539,209,84,586,,7.5,6100,1025,Pre monsoon,Tamiraparani, Lower Tamiraparani
186,93107,Dug Well,Thoothukudi,Tiruchendur,Alwarthirunagari,Anandapuram,8.5,77.93333333,06-01-1972,,301,88,161,6,817,102,24,207,,7.4,3100,1115,Pre monsoon,Nambiyar, Karumeniyar
187,93108,Dug Well,Thoothukudi,Sathankulam,Sathankulam,Sundarapuram,8.483333333,78.025,06-01-1972,18,96,15,16,13,121,3,36,92,,7.5,730,300,Pre monsoon,Nambiyar, Karumeniyar
188,93109,Dug Well,Thoothukudi,Tiruchendur,Tiruchendur,Tiruchendur,8.483333333,78.025,06-01-1972,,36,20,380,16,163,82,96,677,,7.7,1900,170,Pre monsoon,Nambiyar, Karumeniyar
189,93111,Dug Well,Thoothukudi,Tiruchendur,Udankudi,Padukkapathu,8.3625,77.98333333,06-01-1972,50,100,49,414,35,551,134,30,299,,7.7,2800,450,Pre monsoon,Nambiyar, Karumeniyar
190,93112,Dug Well,Thoothukudi,Vilathikulam,Pudur,T.Duraisamypuram,9.215,78.20833333,06-01-1972,,108,27,75,14,121,96,36,275,,7.8,1300,380,Pre monsoon,Gundar, Vembar
191,93113,Dug Well,Thoothukudi,Vilathikulam,Pudur,Nagalapuram,9.229722222,78.13666667,06-01-1972,20,200,32,35,11,263,21,36,232,,7.8,1500,630,Pre monsoon,Vaippar, Sinkottaiyar
192,93114,Dug Well,Thoothukudi,Vilathikulam,Pudur,Therkumuthalapuram,9.235833333,78.03055556,06-01-1972,101,293,44,184,20,511,125,24,110,,7.6,2800,915,Pre monsoon,Vaippar, Vaippar
193,93115,Dug Well,Thoothukudi,Vilathikulam,Pudur,Chennampatti,9.2825,78.1875,06-01-1972,4,56,22,357,1,107,518,54,256,,8.1,2250,230,Pre monsoon,Gundar, Vembar
194,93117,Dug Well,Thoothukudi,Vilathikulam,Vilathikulam,Marthandampatti,9.071944444,78.17555556,06-01-1972,,26,9,184,2,139,77,24,201,,7.6,1000,100,Pre monsoon,Vaippar, Vaippar
195,93118,Dug Well,Thoothukudi,Ottapidaram,Ottapidaram,Pasuvandanai,9,77.96666667,06-01-1972,,54,22,67,20,82,42,36,189,,8.2,780,225,Pre monsoon,Kallar, Kallar
196,93119,Dug Well,Thoothukudi,Kovilpatti,Kayathar,Kayathar,8.990277778,77.775,06-01-1972,,40,45,83,5,85,41,42,317,,7.7,1050,285,Pre monsoon,Tamiraparani, Uppodai
197,93120,Dug Well,Thoothukudi,Ottapidaram,Ottapidaram,Ottapidaram,8.895277778,78,06-01-1972,,58,11,48,49,64,29,30,220,,7.6,720,190,Pre monsoon,Kallar, Korampallam
198,93128,Dug Well,Thoothukudi,Srivaikundam,Srivaikundam,Palayakayal,8.668055556,78.09166667,06-01-1972,,58,17,46,2,39,3,42,250,,7.6,650,215,Pre monsoon,Tamiraparani, Lower Tamiraparani
199,93129,Dug Well,Thoothukudi,Thoothukudi,Pudukkottai,Mullakadu,8.733333333,78.11666667,06-01-1972,,40,45,83,5,85,41,42,317,,7.7,1050,285,Pre monsoon,Kallar, Korampallam
200,93130,Dug Well,Thoothukudi,Thoothukudi,Pudukkottai,Tuticorin,8.8,78.16666667,06-01-1972,,56,51,271,55,383,110,60,293,,8.2,2050,350,Pre monsoon,Tamiraparani, Lower Tamiraparani
201,93131,Dug Well,Thoothukudi,Srivaikundam,Srivaikundam,Srivaikundam,8.633333333,77.91666667,06-01-1972,,52,46,150,66,234,58,30,342,,7.5,1450,320,Pre monsoon,Tamiraparani, Lower Tamiraparani
202,93001,Dug Well,Tirunelveli,Sivagiri,Vasudevanallur,Sivagiri,9.344538589,77.78958122,06-01-1972,,104,68,271,6,334,60,78,610,,7.7,2450,540,Pre monsoon,Vaippar, Vaippar
203,93005A,Dug Well,Tirunelveli,Sankarankovil,Kuruvikulam,Malayankulam,9.146111111,77.60277778,06-01-1972,35,310,146,115,23,888,38,84,110,,7.7,3100,1375,Pre monsoon,Tamiraparani, Uppodai
204,93011,Dug Well,Tirunelveli,Thenkasi,Kadayanallur,Kulayaneri,9.005555556,77.43333333,06-01-1972,25,94,35,63,4,210,18,12,146,,7.5,1100,380,Pre monsoon,Tamiraparani, Chittar
205,93012,Dug Well,Tirunelveli,Sankarankovil,Melaneelithanallur,Vannikonenthal,8.995277778,77.625,06-01-1972,,124,49,104,8,248,40,30,189,,7.5,1600,510,Pre monsoon,Tamiraparani, Chittar
206,93017,Dug Well,Tirunelveli,Thenkasi,Thenkasi,Athiyuthu,8.880277778,77.45611111,06-01-1972,,70,10,10,3,53,9,6,171,,7.6,500,215,Pre monsoon,Tamiraparani, Gadananadhi
207,93018A,Dug Well,Tirunelveli,Tirunelveli,Manur,Ettankulam,8.866666667,77.6,06-01-1972,,328,115,58,8,704,195,18,220,,7.7,2900,1295,Pre monsoon,Tamiraparani, Chittar
208,93022A,Dug Well,Tirunelveli,Ambasamudram,Ambasamudram,Mannarkoil,8.727222222,77.43138889,06-01-1972,,28,12,13,6,25,11,6,152,,7.5,330,120,Pre monsoon,Tamiraparani, Gadananadhi
209,93023A,Dug Well,Tirunelveli,Tirunelveli,Manur,Melakallur,8.7125,77.605,06-01-1972,,12,18,74,1,14,13,36,213,,7.3,570,105,Pre monsoon,Tamiraparani, Lower Tamiraparani
210,93024A,Dug Well,Tirunelveli,Palayamkottai,Palayamkottai,Palayamkottai,8.720833333,77.73333333,06-01-1972,44,44,20,230,108,291,49,0,384,,7.7,1950,190,Pre monsoon,Tamiraparani, Lower Tamiraparani
211,93027,Dug Well,Tirunelveli,Nanguneri,Kalakkadu,Padmaneri,8.541111111,77.57166667,06-01-1972,,34,32,58,8,32,11,30,293,,8.4,670,215,Pre monsoon,Tamiraparani, Pachaiyar
212,93028,Dug Well,Tirunelveli,Nanguneri,Nanguneri,Unnankulam,8.541666667,77.71666667,06-01-1972,6,54,16,106,11,110,58,12,226,,7.5,890,200,Pre monsoon,Tamiraparani, Lower Tamiraparani
213,93031,Dug Well,Tirunelveli,Nanguneri,Kalakkadu,Alangulam,8.456388889,77.61861111,06-01-1972,,38,28,60,4,53,24,18,262,,8,670,210,Pre monsoon,Nambiyar, Nambiyar
214,93032A,Dug Well,Tirunelveli,Nanguneri,Nanguneri,Parappadi,8.428333333,77.72777778,06-01-1972,,922,220,230,14,2485,24,6,232,,7.2,6800,3210,Pre monsoon,Nambiyar, Nambiyar
215,93039A,Dug Well,Tirunelveli,Radhapuram,Radhapuram,Kavalkinar,8.266666667,77.57111111,06-01-1972,,40,13,182,12,92,25,30,415,,7.5,830,155,Pre monsoon,Nambiyar, Hanumanadhi
216,93040A,Dug Well,Tirunelveli,Radhapuram,Radhapuram,Radhapuram,8.262777778,77.67944444,06-01-1972,,148,29,224,20,87,30,18,262,,7.5,2000,490,Pre monsoon,Nambiyar, Hanumanadhi
217,93041,Dug Well,Tirunelveli,Radhapuram,Radhapuram,Uvari,8.27,77.8925,06-01-1972,,46,10,32,32,68,12,18,171,,7.9,500,155,Pre monsoon,Nambiyar, Hanumanadhi
218,93060,Dug Well,Tirunelveli,Radhapuram,Valliyoor,Panagudi,8.316666667,77.57972222,06-01-1972,51,208,78,195,34,682,88,12,73,,7.6,2800,840,Pre monsoon,Nambiyar, Hanumanadhi
219,93061,Dug Well,Tirunelveli,Radhapuram,Valliyoor,Valliyoor,8.379166667,77.60888889,06-01-1972,51,192,56,172,16,540,56,18,122,,7,2000,710,Pre monsoon,Nambiyar, Nambiyar
220,93063,Dug Well,Tirunelveli,Nanguneri,Nanguneri,Vadakku Vijayanarayanam,8.426944444,77.79083333,06-01-1972,,80,31,53,7,192,31,30,128,,7.6,890,325,Pre monsoon,Nambiyar, Karumeniyar
221,93064,Dug Well,Tirunelveli,Nanguneri,Nanguneri,Moolaikaraipatti,8.545833333,77.77,06-01-1972,,84,29,110,7,224,39,30,177,,7.9,1100,330,Pre monsoon,Tamiraparani, Lower Tamiraparani
222,93065,Dug Well,Tirunelveli,Radhapuram,Radhapuram,Samugarengapuram,8.338055556,77.69361111,06-01-1972,18,136,42,207,19,433,82,12,274,,7.3,1800,515,Pre monsoon,Nambiyar, Nambiyar
223,93067,Dug Well,Tirunelveli,Radhapuram,Radhapuram,Vijayapathi,8.191666667,77.74805556,06-01-1972,,260,92,299,37,1030,89,30,171,,7.6,3600,1030,Pre monsoon,Nambiyar, Hanumanadhi
224,93068,Dug Well,Tirunelveli,Radhapuram,Radhapuram,Kasturi rangapuram,8.308055556,77.76388889,06-01-1972,,208,88,207,19,703,102,30,238,,7.5,2600,880,Pre monsoon,Nambiyar, Nambiyar
225,93069,Dug Well,Tirunelveli,Radhapuram,Radhapuram,Mannarpuram vilakku,8.365833333,77.80777778,06-01-1972,,44,13,76,4,107,24,36,140,,7.5,610,165,Pre monsoon,Nambiyar, Karumeniyar
226,93070,Dug Well,Tirunelveli,Nanguneri,Nanguneri,Moonradaippu,8.585277778,77.79027778,06-01-1972,18,290,122,207,17,959,50,24,226,,7.7,3600,1225,Pre monsoon,Tamiraparani, Lower Tamiraparani
227,93071,Dug Well,Tirunelveli,Nanguneri,Nanguneri,Munanjipatti,8.525,77.79027778,06-01-1972,,24,17,57,6,28,24,60,140,,7.9,610,130,Pre monsoon,Nambiyar, Karumeniyar
228,93072,Dug Well,Tirunelveli,Thenkasi,Kadayanallur,Kadayanallur,9.079166667,77.34583333,06-01-1972,18,128,61,75,4,284,58,18,281,,7.5,1800,570,Pre monsoon,Tamiraparani, Chittar
229,93073,Dug Well,Tirunelveli,Thenkasi,Kadayanallur,Valasai,9.076388889,77.4,06-01-1972,,56,23,78,5,117,26,6,250,,7.4,890,235,Pre monsoon,Tamiraparani, Chittar
230,93074,Dug Well,Tirunelveli,Thenkasi,Alangulam,Kallathikulam,9.073611111,77.55138889,06-01-1972,50,200,74,87,137,518,61,24,220,,7.8,2400,805,Pre monsoon,Tamiraparani, Chittar
231,93075,Dug Well,Tirunelveli,Thenkasi,Kadayanallur,Nainaragaram,9.026388889,77.32638889,06-01-1972,,62,48,127,6,114,45,24,482,,7.9,1450,350,Pre monsoon,Tamiraparani, Chittar
232,93077,Dug Well,Tirunelveli,Thenkasi,Alankulam,Navaneethakrishnapuram,9.006944444,77.51388889,06-01-1972,,140,71,299,10,717,69,36,201,,7.5,2800,640,Pre monsoon,Tamiraparani, Chittar
233,93079,Dug Well,Tirunelveli,Thenkasi,Thenkasi,Mela meignanapuram,8.9325,77.345,06-01-1972,,14,13,48,1,25,15,18,122,,7.4,330,90,Pre monsoon,Tamiraparani, Chittar
234,93080,Dug Well,Tirunelveli,Thenkasi,Thenkasi,Melapavoor,8.944722222,77.38666667,06-01-1972,,200,98,138,11,604,62,60,226,,7.5,2600,905,Pre monsoon,Tamiraparani, Chittar
235,93081,Dug Well,Tirunelveli,Thenkasi,Keezhapavoor,Veerakeralampudur,8.935555556,77.45,06-01-1972,,140,90,230,6,568,51,60,342,,7.4,2400,720,Pre monsoon,Tamiraparani, Chittar
236,93083,Dug Well,Tirunelveli,Tirunelveli,Manur,Chettikurichi,8.929166667,77.625,06-01-1972,,34,17,25,6,78,15,12,98,,7.5,500,155,Pre monsoon,Tamiraparani, Chittar
237,93084,Dug Well,Tirunelveli,Thenkasi,Thenkasi,Thiraviyanagar,8.88,77.34333333,06-01-1972,,176,81,104,23,504,48,36,275,,7.5,2200,775,Pre monsoon,Tamiraparani, Gadananadhi
238,93085,Dug Well,Tirunelveli,Thenkasi,Alangulam,Sivalarkulam,8.870833333,77.52638889,06-01-1972,,176,81,104,23,504,48,36,275,,7.5,2200,775,Pre monsoon,Tamiraparani, Chittar
239,93086,Dug Well,Tirunelveli,Tirunelveli,Manur,Thengalampudur,8.816666667,77.71666667,06-01-1972,,52,23,51,5,99,19,24,195,,7.7,760,225,Pre monsoon,Tamiraparani, Lower Tamiraparani
240,93087,Dug Well,Tirunelveli,Ambasamudram,Kadayam,Keela Kadayam,8.820833333,77.37083333,06-01-1972,32,200,6,265,366,799,91,72,433,,7.8,3600,525,Pre monsoon,Tamiraparani, Gadananadhi
241,93088,Dug Well,Tirunelveli,Ambasamudram,Kadayam,A.Perumal nadanoor,8.797777778,77.425,06-01-1972,,66,31,37,2,78,134,36,256,,7.4,780,290,Pre monsoon,Tamiraparani, Gadananadhi
242,93090,Dug Well,Tirunelveli,Tirunelveli,Manur,Seethaparappanallur,8.783333333,77.6,06-01-1972,,132,37,242,12,447,77,48,268,,7.6,2000,480,Pre monsoon,Tamiraparani, Lower Tamiraparani
243,93092,Dug Well,Tirunelveli,Tirunelveli,Manur,Sankarnagar,8.811111111,77.73055556,06-01-1972,,84,38,5,1,85,28,30,207,,7.6,830,365,Pre monsoon,Tamiraparani, Lower Tamiraparani
244,93093,Dug Well,Tirunelveli,Tirunelveli,Manur,Kuppakurichi,8.798055556,77.80277778,06-01-1972,18,230,213,276,140,1225,163,60,195,,7.5,5200,1450,Pre monsoon,Tamiraparani, Lower Tamiraparani
245,93094,Dug Well,Tirunelveli,Ambasamudram,Ambasamudram,Pothigaiadi,8.713055556,77.36472222,06-01-1972,,18,7,32,1,69,2,0,49,,7.5,310,75,Pre monsoon,Tamiraparani, Upper Tamiraparani
246,93095,Dug Well,Tirunelveli,Ambasamudram,Pappakudi,Pappakudi,8.745833333,77.5,06-01-1972,18,124,46,115,47,298,48,42,250,,7.6,1650,500,Pre monsoon,Tamiraparani, Gadananadhi
247,93096,Dug Well,Tirunelveli,Tirunelveli,Manur,Pettai,8.728333333,77.66805556,06-01-1972,,121,32,161,5,348,45,48,207,,7.8,1550,435,Pre monsoon,Tamiraparani, Lower Tamiraparani
248,93097,Dug Well,Tirunelveli,Palayamkottai,Palayamkottai,Ariakulam,8.772777778,77.80416667,06-01-1972,,62,9,9,1,25,13,18,189,,7.4,400,190,Pre monsoon,Tamiraparani, Lower Tamiraparani
249,93098,Dug Well,Tirunelveli,Ambasamudram,Ambasamudram,Melasingampatti,8.650555556,77.43416667,06-01-1972,25,140,22,147,129,348,73,18,311,,7.3,1900,440,Pre monsoon,Tamiraparani, Manimuttar
250,93099A,Dug Well,Tirunelveli,Ambasamudram,Chermadevi,Veeravanallur,8.683333333,77.51444444,06-01-1972,,82,20,37,1,99,18,30,189,,7.7,750,285,Pre monsoon,Tamiraparani, Lower Tamiraparani
251,93100,Dug Well,Tirunelveli,Ambasamudram,Chermadevi,Pathamadai,8.666666667,77.58527778,06-01-1972,,60,13,9,2,43,10,36,104,,7.8,470,205,Pre monsoon,Tamiraparani, Lower Tamiraparani
252,93101,Dug Well,Tirunelveli,Palayamkottai,Palayamkottai,Thidiyoor,8.618611111,77.64361111,06-01-1972,,46,38,110,13,96,36,54,342,,7.8,1000,270,Pre monsoon,Tamiraparani, Pachaiyar
253,93102,Dug Well,Tirunelveli,Palayamkottai,Palayamkottai,Gongathanparai,8.640277778,77.70555556,06-01-1972,,36,11,18,2,18,13,24,116,,7.9,330,135,Pre monsoon,Tamiraparani, Lower Tamiraparani
254,93121,Dug Well,Tirunelveli,Sankarankovil,Melaneelithanallur,Kurukkalpatti,9.107777778,77.58444444,06-01-1972,,102,44,81,29,256,53,30,195,,8,1400,435,Pre monsoon,Tamiraparani, Uppodai
